Season Number,Startup Name,Episode Number,Pitch Number,Season Start,Season End,Original Air Date,Episode Title,Industry,Business Description,Company Website,Started in,Male Presenters,Female Presenters,Pitchers Average Age,Pitchers City,Yearly Revenue,Monthly Sales,Gross Margin,Net Margin,EBITDA,Cash Burn,SKUs,Has Patents,Bootstrapped,Part of Match off,Original Ask Amount,Original Offered Equity,Valuation Requested,Received Offer,Accepted Offer,Total Deal Amount,Total Deal Equity,Total Deal Debt,Debt Interest,Deal Valuation,Number of Sharks in Deal,Royalty Percentage,Royalty Recouped Amount,Advisory Shares Equity,Namita Investment Amount,Namita Investment Equity,Namita Debt Amount,Vineeta Investment Amount,Vineeta Investment Equity,Vineeta Debt Amount,Anupam Investment Amount,Anupam Investment Equity,Anupam Debt Amount,Aman Investment Amount,Aman Investment Equity,Aman Debt Amount,Peyush Investment Amount,Peyush Investment Equity,Peyush Debt Amount,Ritesh Investment Amount,Ritesh Investment Equity,Ritesh Debt Amount,Amit Investment Amount,Amit Investment Equity,Amit Debt Amount,Guest Investment Amount,Guest Investment Equity,Guest Debt Amount,Invested Guest Name,All Guest Names,Namita Present,Vineeta Present,Anupam Present,Aman Present,Peyush Present,Ritesh Present,Amit Present,Guest Present
1,BluePineFoods,1,1,20-Dec-21,04-Feb-22,20-Dec-21,Badlegi Business Ki Tasveer,Food and Beverage,Frozen Momos,https://bluepinefoods.com/,2016,2,1,Middle,Delhi,95,8,,,,,,,,,50,5,1000,1,1,75,16,,,469,3,,,,,,,25,5.33,,,,,25,5.33,,,,,,,,,,,25,5.33,,Ashneer Grover,Ashneer Grover,1,1,1,1,,,,1
1,BoozScooters,1,2,20-Dec-21,04-Feb-22,20-Dec-21,Badlegi Business Ki Tasveer,Vehicles/Electrical Vehicles,Renting e-bike for mobility in private spaces,https://www.boozup.net/,2017,1,,Young,Ahmedabad,4,0.4,,,,,,,,,40,15,267,1,1,40,50,,,80,2,,,,,,,20,25,,,,,,,,,,,,,,,,,20,25,,Ashneer Grover,Ashneer Grover,1,1,1,1,,,,1
1,HeartUpMySleeves,1,3,20-Dec-21,04-Feb-22,20-Dec-21,Badlegi Business Ki Tasveer,Beauty/Fashion,Detachable Sleeves,https://heartupmysleeves.com/,2021,,1,Young,Delhi,,2,,,,,,,,,25,10,250,1,1,25,30,,,83,2,,,,,,,12.5,15,,12.5,15,,,,,,,,,,,,,,,,,,Ashneer Grover,1,1,1,1,,,,1
1,TagzFoods,2,4,20-Dec-21,04-Feb-22,21-Dec-21,"Insaan, Ideas Aur Sapne",Food and Beverage,Healthy Potato Chips Snacks,https://tagzfoods.com/,2019,2,,Middle,Bangalore,700,,48,,,,,,,,70,1,7000,1,1,70,2.75,,,2545,1,,,,,,,,,,,,,,,,,,,,,,,,,70,2.75,,Ashneer Grover,Ashneer Grover,1,1,1,1,,,,1
1,HeadAndHeart,2,5,20-Dec-21,04-Feb-22,21-Dec-21,"Insaan, Ideas Aur Sapne",Children/Education,Brain Development Course,https://thehnh.in/,2015,1,3,Middle,Patiala,30,,,,,,,,,,50,5,1000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ashneer Grover,1,1,1,1,,,,1
1,Agritourism,2,6,20-Dec-21,04-Feb-22,21-Dec-21,"Insaan, Ideas Aur Sapne",Agriculture,Tourism,https://www.agritourism.in/,2005,1,1,Middle,Baramati,79,,,,,,,,,,50,5,1000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ashneer Grover,1,1,1,1,,,,1
1,qZenseLabs,3,7,20-Dec-21,04-Feb-22,22-Dec-21,Aam Aadmi Ke Business Ideas,Food and Beverage,Food Freshness Detector,https://www.qzense.com/,2020,,2,Middle,"Delhi,Mohali",25,15,,,,,,yes,,,100,0.25,40000,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ashneer Grover,1,1,1,1,,,,1
1,Peeschute,3,8,20-Dec-21,04-Feb-22,22-Dec-21,Aam Aadmi Ke Business Ideas,Beauty/Fashion,Disposable Urine Bag,https://www.peeschute.com/,2019,1,,Young,Jalna,100,,,,,,2,,,,75,4,1875,1,1,75,6,,,1250,1,,,,,,,,,,,,,75,6,,,,,,,,,,,,,,,Ashneer Grover,1,1,1,1,,,,1
1,NOCD,3,9,20-Dec-21,04-Feb-22,22-Dec-21,Aam Aadmi Ke Business Ideas,Food and Beverage,Energy Drink,https://www.jouleshealth.com/,2019,2,,Middle,Bangalore,,20,,,,,,,,,50,2,2500,1,1,20,15,30,,133,1,,,,,,,20,15,30,,,,,,,,,,,,,,,,,,,,Ashneer Grover,1,1,1,1,,,,1
1,CosIQ,4,10,20-Dec-21,04-Feb-22,23-Dec-21,Entrepreneurship Ki Wave,Beauty/Fashion,Intelligent Skincare,https://mycosiq.com/,2021,1,1,Middle,Delhi,0,4,75,20,,,8,,,,50,7.5,667,1,1,50,25,,,200,2,,,,,,,25,12.5,,25,12.5,,,,,,,,,,,,,,,,,,Ashneer Grover,1,1,1,1,,,,1
1,JhaJiAchaar,4,11,20-Dec-21,04-Feb-22,23-Dec-21,Entrepreneurship Ki Wave,Food and Beverage,Pickle,https://www.jhajistore.com/,2021,,2,Old,Darbhanga,,5,18,,,,,,,,50,10,500,1,1,56.6,5.62,,,1007,2,,,,28.3,2.81,,28.3,2.81,,,,,,,,,,,,,,,,,,,,,Ashneer Grover,1,1,1,1,,,,1
1,Bummer,4,12,20-Dec-21,04-Feb-22,23-Dec-21,Entrepreneurship Ki Wave,Beauty/Fashion,Underwear,https://bummer.in/,2020,1,,Young,Ahmedabad,36,15,70,,,,,,,,75,4,1875,1,1,75,7.5,,,1000,2,,,,37.5,3.75,,,,,,,,37.5,3.75,,,,,,,,,,,,,,,Ashneer Grover,1,1,1,1,,,,1
1,RevampMoto,5,13,20-Dec-21,04-Feb-22,24-Dec-21,Hunt For Interesting Business,Vehicles/Electrical Vehicles,E-Bike Mitra bud-e RM,https://www.revampmoto.in/,2021,3,,Young,Nashik,,0.01,,,,,,,,,100,1,10000,1,1,100,1.5,,,6667,2,,,,,,,,,,50,0.75,,50,0.75,,,,,,,,,,,,,,,Ashneer Grover,1,1,1,1,,,,1
1,HungryHead,5,14,20-Dec-21,04-Feb-22,24-Dec-21,Hunt For Interesting Business,Food and Beverage,Restaurant serving 80 types of Maggi,http://www.hungryhead.co.in/,2013,2,,Middle,Mumbai,,5.5,,,,,80,,,,50,5,1000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ashneer Grover,1,1,1,1,,,,1
1,ShrawaniEngineers,5,15,20-Dec-21,04-Feb-22,24-Dec-21,Hunt For Interesting Business,Beauty/Fashion,Belly Button Shaper,https://www.shrawaniengineers.com/,2019,1,1,Middle,Nagpur,50,,,,,,,,,,20,10,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ashneer Grover,1,1,1,1,,,,1
1,SkippiIcePops,6,16,20-Dec-21,04-Feb-22,27-Dec-21,"New Week, New Ideas",Food and Beverage,Ice-Pops,https://skippi.in/,2021,1,1,Middle,Hyderabad,,7.5,,,,,,yes,,,45,5,900,1,1,100,15,,,667,5,,,,20,3,,20,3,,20,3,,20,3,,,,,,,,,,,20,3,,Ashneer Grover,Ashneer Grover,1,1,1,1,,,,1
1,Menstrupedia,6,17,20-Dec-21,04-Feb-22,27-Dec-21,"New Week, New Ideas",Children/Education,Menstrual Awareness Comic,https://www.menstrupedia.com/,2012,1,1,Middle,Ahmedabad,115,,27,,,,,,,,50,10,500,1,1,50,20,,,250,1,,,,50,20,,,,,,,,,,,,,,,,,,,,,,,,Ashneer Grover,1,1,1,1,,,,1
1,Hecoll,6,18,20-Dec-21,04-Feb-22,27-Dec-21,"New Week, New Ideas",Beauty/Fashion,Pollution Resistant Fabric - Healthy Cover For All,https://hecoll.com/,2019,,1,Middle,Hyderabad,107,,,,,,,,,,100,1,10000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ashneer Grover,1,1,1,1,,,,1
1,RaisingSuperstars,7,19,20-Dec-21,04-Feb-22,28-Dec-21,A Never Give Up Spirit,Children/Education,Child Development App,https://raisingsuperstars.com/india-page,2020,1,1,Middle,Gurgaon,1300,,,,,,,,,,100,2,5000,1,1,100,4,,,2500,2,,,,,,,,,,,,,50,2,,,,,,,,,,,50,2,,Ashneer Grover,Ashneer Grover,1,1,1,1,,,,1
1,Torch-it,7,20,20-Dec-21,04-Feb-22,28-Dec-21,A Never Give Up Spirit,Children/Education,Gadgets for visually impaired people,https://mytorchit.com/,2018,1,,Middle,Ahmedabad,260,1,,,,,,yes,,,75,1,7500,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ashneer Grover,1,1,1,1,,,,1
1,Kavach,7,21,20-Dec-21,04-Feb-22,28-Dec-21,A Never Give Up Spirit,Children/Education,Report bullying incidents,https://antibullyingsquad.com/,2018,1,1,Young,Gurgaon,,,,,,,,,,,5,10,50,1,1,5,10,,,50,2,,,,,,,,,,2.5,5,,2.5,5,,,,,,,,,,,,,,,Ashneer Grover,1,1,1,1,,,,1
1,LaKheerDeli,7,22,20-Dec-21,04-Feb-22,28-Dec-21,A Never Give Up Spirit,Food and Beverage,Kheer in variety of flavors,https://lakheerdeli.com/,2018,1,2,Middle,Pune,,6,,,,,9,,,,50,7.5,667,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ashneer Grover,1,1,1,1,,,,1
1,BeyondSnack,8,23,20-Dec-21,04-Feb-22,29-Dec-21,Shark Ko Impress Karne Wale Ideas,Food and Beverage,Kerala Banana Chips,https://www.beyondsnack.in/,2020,1,,Middle,Thiruvananthapuram,60,20.6,51,,,,,,,,50,2.5,2000,1,1,50,2.5,,,2000,2,,,,,,,,,,,,,25,1.25,,,,,,,,,,,25,1.25,,Ashneer Grover,Ashneer Grover,1,,1,1,1,,,1
1,VivalyfInnovations,8,24,20-Dec-21,04-Feb-22,29-Dec-21,Shark Ko Impress Karne Wale Ideas,Medical/Health,Easy Life Prickless Diabetes Testing Machine,https://vivalyf.in/,2021,1,1,Young,Hyderabad,0,,,,,,,,,,56,7.5,747,1,1,56,33.33,,,168,2,,,,,,,,,,28,16.66,,,,,28,16.66,,,,,,,,,,,,Ashneer Grover,1,,1,1,1,,,1
1,MotionBreeze,8,25,20-Dec-21,04-Feb-22,29-Dec-21,Shark Ko Impress Karne Wale Ideas,Vehicles/Electrical Vehicles,Smart Electric Motorcycle,https://www.motionautomotive.in/,2018,4,,Middle,Vadodara,0,,,,,,,yes,,,30,3,1000,1,1,30,6,,,500,1,,,,,,,,,,,,,,,,,,,,,,,,,30,6,,Ashneer Grover,Ashneer Grover,1,,1,1,1,,,1
1,Altor,9,26,20-Dec-21,04-Feb-22,30-Dec-21,Defining Innovations,Manufacturing,Smart Helmets,https://www.altorsmarthelmet.com/,2019,4,,Young,Kolkata,,,,,,,,,,,50,5,1000,1,1,50,7,,,714,2,,,,25,3.5,,,,,,,,25,3.5,,,,,,,,,,,,,,,Ashneer Grover,1,,1,1,1,,,1
1,Ariro,9,27,20-Dec-21,04-Feb-22,30-Dec-21,Defining Innovations,Manufacturing,Wooden Toys,https://arirotoys.com/,2020,1,1,Young,Chennai,300,25,50,,,,,,,,50,2.5,2000,1,1,50,10,,,500,2,,,,,,,,,,,,,25,5,,25,5,,,,,,,,,,,,Ashneer Grover,1,,1,1,1,,,1
1,KabiraHandmad,9,28,20-Dec-21,04-Feb-22,30-Dec-21,Defining Innovations,Food and Beverage,Healthy Edible Oils dairy products spices flour,https://www.kabirafoods.com/,1998,1,1,Middle,Jaipur,,160,3,1,,,,,,,100,5,2000,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ashneer Grover,1,,1,1,1,,,1
1,Nuutjob,10,29,20-Dec-21,04-Feb-22,31-Dec-21,Passion About Entrepreneurship,Beauty/Fashion,Male Intimate Hygiene deo spray,https://nuutjob.com/,2021,,2,Young,Ahmedabad,,0.002,70,,,,,,,,25,5,500,1,1,25,20,,,125,3,,,,8.33,6.66,,,,,,,,8.33,6.66,,8.33,6.66,,,,,,,,,,,,Ashneer Grover,1,,1,1,1,,,1
1,Meatyour,10,30,20-Dec-21,04-Feb-22,31-Dec-21,Passion About Entrepreneurship,Food and Beverage,Eggs,https://meatyour.com/,2020,3,,Middle,Pune,130,2.8,30,,,,,,,,30,5,600,1,1,30,20,,,150,3,,,,,,,,,,10,6.66,,10,6.66,,10,6.66,,,,,,,,,,,,Ashneer Grover,1,,1,1,1,,,1
1,EventBeep,10,31,20-Dec-21,04-Feb-22,31-Dec-21,Passion About Entrepreneurship,Children/Education,Student Community App EdTech,https://www.eventbeep.com/,2019,2,1,Young,Pune,120,,,,,,,,,,30,2,1500,1,1,30,3,,,1000,3,,,,,,,,,,,,,10,1,,10,1,,,,,,,,10,1,,Ashneer Grover,Ashneer Grover,1,,1,1,1,,,1
1,Gopal's56,11,32,20-Dec-21,04-Feb-22,03-Jan-22,Investment Paane Ka Sapna,Food and Beverage,Fiber Ice Cream,https://www.gopals56.in/,2014,1,,Middle,Delhi,80,33,21,,,,,,,,30000,25,120000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ashneer Grover,1,,1,1,1,,,1
1,ARRCOATSurfaceTextures,11,33,20-Dec-21,04-Feb-22,03-Jan-22,Investment Paane Ka Sapna,Manufacturing,Wall Building Surface Textures,https://www.arrcoat.com/,2019,3,,Middle,Delhi,,6,,20,,,,,,,50,5,1000,1,1,50,15,,,333,1,,,,,,,,,,50,15,,,,,,,,,,,,,,,,,,Ashneer Grover,1,,1,1,1,,,1
1,Farda,11,34,20-Dec-21,04-Feb-22,03-Jan-22,Investment Paane Ka Sapna,Beauty/Fashion,Customised Streetwear,https://fardaclothing.com/,2021,1,1,Young,Nagpur,,0.32,115,,,,,,,,30,10,300,1,1,30,20,,,150,2,,,,15,10,,,,,,,,15,10,,,,,,,,,,,,,,,Ashneer Grover,1,,1,1,1,,,1
1,Auli,12,35,20-Dec-21,04-Feb-22,04-Jan-22,Ek Idea Aur Uske Do Sides,Beauty/Fashion,Ayurvedic Products Skincare Lifestyle,https://aulilifestyle.com/,2017,,1,Middle,Kolkata,250,16,80,10,,,,,,,75,4,1875,1,1,75,15,,,500,1,,,,75,15,,,,,,,,,,,,,,,,,,,,,,,,Ashneer Grover,1,,1,1,1,,,1
1,SweeDesi,12,36,20-Dec-21,04-Feb-22,04-Jan-22,Ek Idea Aur Uske Do Sides,Food and Beverage,Indian Sweets Online,https://www.sweedesi.com/,2018,1,1,Middle,Pune,,,,,,,,,,,40,3,1333,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ashneer Grover,1,,1,1,1,,,1
1,LOKA,12,37,20-Dec-21,04-Feb-22,04-Jan-22,Ek Idea Aur Uske Do Sides,Technology/Software,Metaverse App,https://www.lokaworld.app/,2020,1,,Young,Delhi,,,,,,,,,,,40,5,800,1,1,40,24,,,167,3,,,,,,,,,,13.33,8,,13.33,8,,13.33,8,,,,,,,,,,,,Ashneer Grover,1,,1,1,1,,,1
1,Annie,13,38,20-Dec-21,04-Feb-22,05-Jan-22,Ideas By Young Entrepreneurs,Children/Education,Thinkerbell labs Braille Literary Device,https://www.thinkerbelllabs.com/annie,2016,3,1,Young,Bangalore,500,4,50,,,,,,,,30,0.5,6000,1,1,105,3,,,3500,3,,,,35,1,,,,,35,1,,,,,35,1,,,,,,,,,,,,Ashneer Grover,1,,1,1,1,,,1
1,Carragreen,13,39,20-Dec-21,04-Feb-22,05-Jan-22,Ideas By Young Entrepreneurs,Green/CleanTech,Eco-Friendly boxes,https://carragreen.com/,2018,,2,Middle,Indore,,,,,,,,yes,,,50,10,500,1,1,50,20,,,250,2,,,,,,,,,,25,10,,,,,25,10,,,,,,,,,,,,Ashneer Grover,1,,1,1,1,,,1
1,TheYarnBazaar,13,40,20-Dec-21,04-Feb-22,05-Jan-22,Ideas By Young Entrepreneurs,Manufacturing,Yarn-Trading App Online Marketplace for Yarn,https://theyarnbazaar.com/,2019,1,,Middle,Mumbai,180,,,,,,,,,,50,2,2500,1,1,100,10,,,1000,4,,,,,,,,,,25,2.5,,25,2.5,,25,2.5,,,,,,,,25,2.5,,Ashneer Grover,Ashneer Grover,1,,1,1,1,,,1
1,TheRenalProject,14,41,20-Dec-21,04-Feb-22,06-Jan-22,Naye Aur Nayab Pitchers,Medical/Health,Home Dialysis Treatment,https://www.therenalproject.com/,2019,1,,Middle,Mumbai,300,,,,,,,,,,100,3,3333,1,1,100,6,,,1667,2,,,,50,3,,,,,,,,50,3,,,,,,,,,,,,,,,Ashneer Grover,1,,1,1,1,,,1
1,MorrikoPureFoods,14,42,20-Dec-21,04-Feb-22,06-Jan-22,Naye Aur Nayab Pitchers,Food and Beverage,Healthy Food Snacks Kamdhenu foods,https://morrikopurefoods.com/,2018,2,1,Middle,Valsad,,16,,,,,,,,,100,3,3333,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ashneer Grover,1,,1,1,1,,,1
1,GoodGoodPiggy,14,43,20-Dec-21,04-Feb-22,06-Jan-22,Naye Aur Nayab Pitchers,Technology/Software,Digital Piggy Bank,https://goodgoodpiggy.com/,2021,,2,Young,Delhi,0,,,,,,,,,,45,5,900,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ashneer Grover,1,,1,1,1,,,1
1,HammerLifestyle,15,44,20-Dec-21,04-Feb-22,07-Jan-22,It's Time To Change,Electronics,Smart Audio Products,https://hammeronline.in/,2019,3,,Young,Panipat,1000,,,,,,14,,,,30,3,1000,1,1,100,40,,,250,1,,,,,,,,,,,,,100,40,,,,,,,,,,,,,,,Ashneer Grover,1,,1,1,1,,,1
1,PNTRobotics,15,45,20-Dec-21,04-Feb-22,07-Jan-22,It's Time To Change,Technology/Software,Robotics and Automation Solutions,https://pntsolutions.in/,2021,2,,Young,Mumbai,,,,,,,,,,,50,4,1250,1,1,25,25,25,,100,1,,,,,,,,,,,,,,,,25,25,25,,,,,,,,,,,Ashneer Grover,1,,1,1,1,,,1
1,Cocofit,15,46,20-Dec-21,04-Feb-22,07-Jan-22,It's Time To Change,Food and Beverage,Coconut based beverage franchise,https://www.cocofit.in/,2019,3,,Middle,Hyderabad,100,,95,,,,,,,,0.00005,5,0,1,1,0.00005,5,,,0,3,,,,0.000016,1.666,,,,,0.000016,1.666,,0.000016,1.666,,,,,,,,,,,,,,,Ashneer Grover,1,,1,1,1,,,1
1,BambooIndia,16,47,20-Dec-21,04-Feb-22,10-Jan-22,Winning The Sharks Trust,Manufacturing,Bamboo Products,https://www.bambooindia.com/,2016,1,1,Middle,Pune,380,20,,,,,,,,,80,4,2000,1,1,50,3.5,30,,1429,2,,,,,,,,,,25,1.75,15,,,,,,,,,,,,,25,1.75,15,Ashneer Grover,Ashneer Grover,1,,1,1,1,,,1
1,FlyingFur,16,48,20-Dec-21,04-Feb-22,10-Jan-22,Winning The Sharks Trust,Animal/Pets,Dog pets Hygiene,https://flyingfur.in/,2016,2,1,Middle,Delhi,,,,,,,,,,,75,7,1071,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ashneer Grover,1,,1,1,1,,,1
1,BeyondWater,16,49,20-Dec-21,04-Feb-22,10-Jan-22,Winning The Sharks Trust,Food and Beverage,Liquid Water Enhancer,https://drinkbeyond.co.in/,2020,1,1,Young,Kolkata,,10,,,,,,,,,75,4,1875,1,1,75,15,,,500,2,,,,37.5,7.5,,,,,,,,37.5,7.5,,,,,,,,,,,,,,,Ashneer Grover,1,,1,1,1,,,1
1,Let'sTry,16,50,20-Dec-21,04-Feb-22,10-Jan-22,Winning The Sharks Trust,Food and Beverage,Healthy Snacks,https://www.letstryfoods.com/,2017,1,3,Middle,Delhi,,3,55,25,,,50,,,,45,2,2250,1,1,45,12,,,375,2,,,,,,,,,,22.5,6,,22.5,6,,,,,,,,,,,,,,,Ashneer Grover,1,,1,1,1,,,1
1,FindYourKicksIndia,17,51,20-Dec-21,04-Feb-22,11-Jan-22,A Wave Of Startups,Beauty/Fashion,Sneaker Resale,https://findyourkicksindia.co/,2021,3,,Young,Ludhiana,,3.5,,,,,,,,,50,10,500,1,1,50,25,,,200,5,,,,10,5,,,,,10,5,,10,5,,10,5,,,,,,,,10,5,,Ashneer Grover,Ashneer Grover,1,,1,1,1,,,1
1,AasVidyalaya,17,52,20-Dec-21,04-Feb-22,11-Jan-22,A Wave Of Startups,Children/Education,EdTech App,https://www.aasvidyalaya.com/,2019,1,1,Middle,Mumbai,150,,,,,,,,,,150,3,5000,1,1,150,15,,,1000,3,,,,50,5,,,,,,,,,,,50,5,,,,,,,,50,5,,Ashneer Grover,Ashneer Grover,1,,1,1,1,,,1
1,Outbox,17,53,20-Dec-21,04-Feb-22,11-Jan-22,A Wave Of Startups,Business Services,Premium Surprise-Planning,https://www.outboxsurprises.com/,2017,1,1,Young,Kolkata,110,,,,,,,,,,50,5,1000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ashneer Grover,1,,1,1,1,,,1
1,RoadBounce,17,54,20-Dec-21,04-Feb-22,11-Jan-22,A Wave Of Startups,Technology/Software,Pothole Detection Software and Data,https://www.roadbounce.com/,2016,1,,Middle,Pune,250,,,,,,,yes,,,80,10,800,1,1,80,20,,,400,1,,,,,,,,,,,,,,,,80,20,,,,,,,,,,,,Ashneer Grover,1,,1,1,1,,,1
1,Mommy'sKitchen,18,55,20-Dec-21,04-Feb-22,12-Jan-22,Investing In Profitable Businesses,Food and Beverage,Thin Crust Pizza,https://mommys.kitchen/,2016,2,1,Middle,Mumbai,92,4.5,,,,,,,,,90,3,3000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ashneer Grover,1,,1,1,1,,,1
1,IndiaHempandCo,18,56,20-Dec-21,04-Feb-22,12-Jan-22,Investing In Profitable Businesses,Food and Beverage,Hemp Food Products,https://www.indiahempandco.com/,2019,,1,Middle,Bangalore,27,2,,,,,12,,,,50,4,1250,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ashneer Grover,1,,1,1,1,,,1
1,Otua,18,57,20-Dec-21,04-Feb-22,12-Jan-22,Investing In Profitable Businesses,Vehicles/Electrical Vehicles,Electric Auto Vehicle Dandera,https://www.danderaelectric.com/,2018,2,,Middle,Gurgaon,,,,,,,,,,,100,1,10000,1,1,1,1,99,12,100,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,99,Ashneer Grover,Ashneer Grover,1,,1,1,1,,,1
1,Anthyesti,18,58,20-Dec-21,04-Feb-22,12-Jan-22,Investing In Profitable Businesses,Business Services,Funeral Service the last rites,https://anthyesti.com/,2015,,1,Middle,Bangalore,116,,50,6,,,,,,,50,2.5,2000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ashneer Grover,1,,1,1,1,,,1
1,Ethik,19,59,20-Dec-21,04-Feb-22,13-Jan-22,Forming An Idea And Bagging A Deal,Manufacturing,Leather-free Shoes,https://www.ethik.in/,2012,2,,Middle,Bangalore,12,1,,,,,,,,,15,5,300,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ashneer Grover,1,,1,1,1,,,1
1,WeSTOCK,19,60,20-Dec-21,04-Feb-22,13-Jan-22,Forming An Idea And Bagging A Deal,Animal/Pets,Brainwired Livestock health monitoring AI pets ear tag,https://www.brainwired.in/,2018,2,,Middle,Ernakulam,54,,,,,,,,,,50,5,1000,1,1,60,10,,,600,4,,,,15,2.5,,,,,,,,15,2.5,,15,2.5,,,,,,,,15,2.5,,Ashneer Grover,Ashneer Grover,1,,1,1,1,,,1
1,KetoIndia,19,61,20-Dec-21,04-Feb-22,13-Jan-22,Forming An Idea And Bagging A Deal,Food and Beverage,Customised Keto Diets for various Medical/Health issues,https://www.ketoindia.fit/,2019,1,,Young,Delhi,180,15,,,,,,,,,150,1.25,12000,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ashneer Grover,1,,1,1,1,,,1
1,Magiclock,19,62,20-Dec-21,04-Feb-22,13-Jan-22,Forming An Idea And Bagging A Deal,Hardware,LPG Cylinder lock,http://www.magiclockdc.com/,2019,3,,Middle,Mumbai,,0.04,,,,,,yes,,,120,8,1500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ashneer Grover,1,,1,1,1,,,1
1,TheStatePlate,20,63,20-Dec-21,04-Feb-22,14-Jan-22,A Variety Of Ideas,Food and Beverage,Delicacies,https://thestateplate.com/,2020,1,1,Young,"Bangalore,Kolkata",,40,34,,,yes,400,,,,65,2,3250,1,1,40,3,25,,1333,1,,,,,,,,,,,,,,,,40,3,25,,,,,,,,,,,Ashneer Grover,1,,1,1,1,,,1
1,Bakarmax,20,64,20-Dec-21,04-Feb-22,14-Jan-22,A Variety Of Ideas,Technology/Software,Comics & Animation,https://bakarmax.com/,2020,2,,Young,Delhi,35,5,,,,,,,,,35,5,700,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ashneer Grover,1,,1,1,1,,,1
1,INACAN,20,65,20-Dec-21,04-Feb-22,14-Jan-22,A Variety Of Ideas,Food and Beverage,Can Cocktails,https://inacan.in/,2020,3,,Middle,Pune,,23,,,,,,,,,50,2,2500,1,1,100,10,,,1000,5,,,,20,2,,,,,20,2,,20,2,,20,2,,,,,,,,20,2,,Ashneer Grover,Ashneer Grover,1,,1,1,1,,,1
1,Get-A-Whey,21,66,20-Dec-21,04-Feb-22,17-Jan-22,Game-changing Ideas,Food and Beverage,Sugar-Free Icecream,https://getawhey.in/,2018,1,1,Middle,Mumbai,360,0.25,69,20,,,12,,,,100,8,1250,1,1,100,15,,,667,3,,,,,,,33.33,5,,,,,33.33,5,,,,,,,,,,,33.33,5,,Ashneer Grover,Ashneer Grover,,1,1,1,1,,,1
1,Sid07Designs,21,67,20-Dec-21,04-Feb-22,17-Jan-22,Game-changing Ideas,Hardware,Inventions,https://sid07designs.com/,2018,1,,Young,Jammu,,1,,,,,,yes,,,47,10,470,1,1,25,75,22,,33,1,,,,,,,,,,,,,,,,25,75,22,,,,,,,,,,,Ashneer Grover,,1,1,1,1,,,1
1,TheQuirkyNaari,21,68,20-Dec-21,04-Feb-22,17-Jan-22,Game-changing Ideas,Beauty/Fashion,Customised Apparels,https://thequirkynaari.com/,2018,,1,Young,Mathura,,3,,,,,,,,,35,5,700,1,1,35,24,,,146,2,,,,,,,17.5,12,,17.5,12,,,,,,,,,,,,,,,,,,Ashneer Grover,,1,1,1,1,,,1
1,HairOriginals,22,69,20-Dec-21,04-Feb-22,18-Jan-22,Turning Ideas Into Businesses,Beauty/Fashion,Natural Hair Extensions,https://www.hairoriginals.in/,2019,3,,Middle,Gurgaon,,55,62,,,,,,,,60,2,3000,1,1,60,4,,,1500,3,,,,,,,,,,20,1.33,,,,,20,1.33,,,,,,,,20,1.33,,Ashneer Grover,Ashneer Grover,,1,1,1,1,,,1
1,Poo-de-Cologne,22,70,20-Dec-21,04-Feb-22,18-Jan-22,Turning Ideas Into Businesses,Beauty/Fashion,Toilet Spray with Essential Oils,https://www.poodecologne.com/,2021,,1,Middle,Mumbai,,0.75,150,,,,,,,,75,5,1500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ashneer Grover,,1,1,1,1,,,1
